T(K),Al_Cp,Al_H,Al_S,Al_Hfus,Al_Sfus,Cu_Cp,Cu_H,Cu_S,Cu_Hfus,Cu_Sfus,Mg_Cp,Mg_H,Mg_S,Mg_Hfus,Mg_Sfus,Si_Cp,Si_H,Si_S,Si_Hfus,Si_Sfus,Zn_Cp,Zn_H,Zn_S,Zn_Hfus,Zn_Sfus
602,28.136,8005,46.658,10711,11.474,26.741,7826,51.156,13263,9.768,28.195,8090,51.248,8477,9.184,24.168,6864,34.518,50208,29.762,28.513,8155,60.362,7322,10.571
604,28.159,8061,46.752,10711,11.474,26.751,7880,51.245,13263,9.768,28.216,8147,51.342,8477,9.184,24.182,6912,34.599,50208,29.762,28.538,8212,60.457,7322,10.571
606,28.182,8118,46.845,10711,11.474,26.762,7933,51.333,13263,9.768,28.237,8203,51.435,8477,9.184,24.196,6961,34.679,50208,29.762,28.564,8269,60.551,7322,10.571
608,28.205,8174,46.938,10711,11.474,26.773,7987,51.421,13263,9.768,28.258,8260,51.528,8477,9.184,24.21,7009,34.758,50208,29.762,28.589,8326,60.645,7322,10.571
610,28.228,8230,47.03,10711,11.474,26.783,8040,51.509,13263,9.768,28.279,8316,51.621,8477,9.184,24.224,7057,34.838,50208,29.762,28.614,8383,60.739,7322,10.571
612,28.251,8287,47.123,10711,11.474,26.794,8094,51.597,13263,9.768,28.301,8373,51.714,8477,9.184,24.238,7106,34.917,50208,29.762,28.64,8441,60.833,7322,10.571
614,28.274,8343,47.215,10711,11.474,26.804,8147,51.684,13263,9.768,28.322,8429,51.806,8477,9.184,24.252,7154,34.996,50208,29.762,28.665,8498,60.927,7322,10.571
616,28.297,8400,47.307,10711,11.474,26.815,8201,51.771,13263,9.768,28.343,8486,51.898,8477,9.184,24.265,7203,35.075,50208,29.762,28.691,8555,61.02,7322,10.571
618,28.32,8457,47.399,10711,11.474,26.825,8255,51.858,13263,9.768,28.365,8543,51.99,8477,9.184,24.279,7251,35.154,50208,29.762,28.716,8613,61.113,7322,10.571
620,28.343,8513,47.49,10711,11.474,26.836,8308,51.945,13263,9.768,28.386,8600,52.082,8477,9.184,24.293,7300,35.232,50208,29.762,28.742,8670,61.206,7322,10.571
622,28.366,8570,47.582,10711,11.474,26.846,8362,52.031,13263,9.768,28.408,8656,52.173,8477,9.184,24.306,7349,35.311,50208,29.762,28.767,8728,61.298,7322,10.571
624,28.389,8627,47.673,10711,11.474,26.857,8416,52.118,13263,9.768,28.429,8713,52.264,8477,9.184,24.32,7397,35.389,50208,29.762,28.793,8785,61.391,7322,10.571
626,28.412,8684,47.764,10711,11.474,26.867,8469,52.204,13263,9.768,28.451,8770,52.355,8477,9.184,24.333,7446,35.467,50208,29.762,28.819,8843,61.483,7322,10.571
628,28.435,8740,47.854,10711,11.474,26.877,8523,52.289,13263,9.768,28.472,8827,52.446,8477,9.184,24.347,7495,35.544,50208,29.762,28.845,8900,61.575,7322,10.571
630,28.459,8797,47.945,10711,11.474,26.888,8577,52.375,13263,9.768,28.494,8884,52.537,8477,9.184,24.36,7543,35.622,50208,29.762,28.871,8958,61.667,7322,10.571
632,28.482,8854,48.035,10711,11.474,26.898,8631,52.46,13263,9.768,28.516,8941,52.627,8477,9.184,24.374,7592,35.699,50208,29.762,28.897,9016,61.758,7322,10.571
634,28.505,8911,48.125,10711,11.474,26.909,8684,52.545,13263,9.768,28.537,8998,52.717,8477,9.184,24.387,7641,35.776,50208,29.762,28.923,9074,61.85,7322,10.571
636,28.528,8968,48.215,10711,11.474,26.919,8738,52.63,13263,9.768,28.559,9055,52.807,8477,9.184,24.4,7690,35.853,50208,29.762,28.949,9132,61.941,7322,10.571
638,28.551,9025,48.304,10711,11.474,26.929,8792,52.714,13263,9.768,28.581,9112,52.897,8477,9.184,24.413,7738,35.929,50208,29.762,28.975,9190,62.032,7322,10.571
640,28.575,9083,48.394,10711,11.474,26.939,8846,52.799,13263,9.768,28.603,9169,52.986,8477,9.184,24.426,7787,36.006,50208,29.762,29.001,9248,62.122,7322,10.571
642,28.598,9140,48.483,10711,11.474,26.95,8900,52.883,13263,9.768,28.625,9227,53.076,8477,9.184,24.439,7836,36.082,50208,29.762,29.028,9306,62.213,7322,10.571
644,28.621,9197,48.572,10711,11.474,26.96,8954,52.967,13263,9.768,28.647,9284,53.165,8477,9.184,24.452,7885,36.158,50208,29.762,29.054,9364,62.303,7322,10.571
646,28.645,9254,48.661,10711,11.474,26.97,9008,53.05,13263,9.768,28.669,9341,53.254,8477,9.184,24.465,7934,36.234,50208,29.762,29.081,9422,62.393,7322,10.571
648,28.668,9311,48.749,10711,11.474,26.98,9062,53.134,13263,9.768,28.691,9399,53.342,8477,9.184,24.478,7983,36.309,50208,29.762,29.107,9480,62.483,7322,10.571
650,28.691,9369,48.838,10711,11.474,26.99,9116,53.217,13263,9.768,28.713,9456,53.431,8477,9.184,24.491,8032,36.385,50208,29.762,29.134,9538,62.573,7322,10.571
652,28.715,9426,48.926,10711,11.474,27,9170,53.3,13263,9.768,28.735,9513,53.519,8477,9.184,24.504,8081,36.46,50208,29.762,29.16,9596,62.663,7322,10.571
654,28.738,9484,49.014,10711,11.474,27.011,9224,53.382,13263,9.768,28.757,9571,53.607,8477,9.184,24.517,8130,36.535,50208,29.762,29.187,9655,62.752,7322,10.571
656,28.762,9541,49.102,10711,11.474,27.021,9278,53.465,13263,9.768,28.779,9629,53.695,8477,9.184,24.53,8179,36.61,50208,29.762,29.214,9713,62.841,7322,10.571
658,28.785,9599,49.189,10711,11.474,27.031,9332,53.547,13263,9.768,28.801,9686,53.782,8477,9.184,24.542,8228,36.685,50208,29.762,29.24,9772,62.93,7322,10.571
660,28.809,9656,49.277,10711,11.474,27.041,9386,53.629,13263,9.768,28.824,9744,53.87,8477,9.184,24.555,8277,36.759,50208,29.762,29.267,9830,63.019,7322,10.571
662,28.832,9714,49.364,10711,11.474,27.051,9440,53.711,13263,9.768,28.846,9801,53.957,8477,9.184,24.568,8326,36.834,50208,29.762,29.294,9889,63.107,7322,10.571
664,28.856,9772,49.451,10711,11.474,27.061,9494,53.793,13263,9.768,28.868,9859,54.044,8477,9.184,24.58,8375,36.908,50208,29.762,29.321,9947,63.196,7322,10.571
666,28.879,9829,49.538,10711,11.474,27.071,9548,53.874,13263,9.768,28.891,9917,54.131,8477,9.184,24.593,8424,36.982,50208,29.762,29.348,10006,63.284,7322,10.571
668,28.903,9887,49.624,10711,11.474,27.081,9602,53.955,13263,9.768,28.913,9975,54.218,8477,9.184,24.605,8474,37.056,50208,29.762,29.375,10065,63.372,7322,10.571
670,28.926,9945,49.711,10711,11.474,27.091,9656,54.036,13263,9.768,28.936,10033,54.304,8477,9.184,24.618,8523,37.129,50208,29.762,29.402,10124,63.46,7322,10.571
672,28.95,10003,49.797,10711,11.474,27.101,9711,54.117,13263,9.768,28.959,10090,54.39,8477,9.184,24.63,8572,37.202,50208,29.762,29.43,10182,63.548,7322,10.571
674,28.974,10061,49.883,10711,11.474,27.111,9765,54.198,13263,9.768,28.981,10148,54.476,8477,9.184,24.642,8621,37.276,50208,29.762,29.457,10241,63.635,7322,10.571
676,28.997,10119,49.969,10711,11.474,27.12,9819,54.278,13263,9.768,29.004,10206,54.562,8477,9.184,24.655,8671,37.349,50208,29.762,29.484,10300,63.722,7322,10.571
678,29.021,10177,50.055,10711,11.474,27.13,9873,54.358,13263,9.768,29.027,10264,54.648,8477,9.184,24.667,8720,37.422,50208,29.762,29.512,10359,63.81,7322,10.571
680,29.045,10235,50.14,10711,11.474,27.14,9928,54.438,13263,9.768,29.049,10322,54.734,8477,9.184,24.679,8769,37.494,50208,29.762,29.539,10418,63.897,7322,10.571
682,29.069,10293,50.225,10711,11.474,27.15,9982,54.518,13263,9.768,29.072,10381,54.819,8477,9.184,24.691,8819,37.567,50208,29.762,29.567,10477,63.983,7322,10.571
684,29.092,10351,50.311,10711,11.474,27.16,10036,54.597,13263,9.768,29.095,10439,54.904,8477,9.184,24.703,8868,37.639,50208,29.762,29.594,10537,64.07,7322,10.571
686,29.116,10409,50.396,10711,11.474,27.17,10091,54.677,13263,9.768,29.118,10497,54.989,8477,9.184,24.715,8918,37.711,50208,29.762,29.622,10596,64.156,7322,10.571
688,29.14,10468,50.48,10711,11.474,27.179,10145,54.756,13263,9.768,29.141,10555,55.074,8477,9.184,24.728,8967,37.783,50208,29.762,29.65,10655,64.243,7322,10.571
690,29.164,10526,50.565,10711,11.474,27.189,10199,54.835,13263,9.768,29.164,10614,55.159,8477,9.184,24.74,9016,37.855,50208,29.762,29.677,10714,64.329,7322,10.571
692,29.188,10584,50.649,10711,11.474,27.199,10254,54.913,13263,9.768,29.187,10672,55.243,8477,9.184,24.752,9066,37.927,50208,29.762,29.705,10774,64.415,7322,10.571
694,29.212,10643,50.734,10711,11.474,27.209,10308,54.992,13263,9.768,29.21,10730,55.327,8477,9.184,24.764,9115,37.998,50208,29.762,31.38,18157,75.074,7322,10.571
696,29.236,10701,50.818,10711,11.474,27.218,10362,55.07,13263,9.768,29.233,10789,55.411,8477,9.184,24.775,9165,38.069,50208,29.762,31.38,18220,75.165,7322,10.571
698,29.26,10760,50.902,10711,11.474,27.228,10417,55.148,13263,9.768,29.257,10847,55.495,8477,9.184,24.787,9215,38.14,50208,29.762,31.38,18283,75.255,7322,10.571
700,29.284,10818,50.986,10711,11.474,27.238,10471,55.226,13263,9.768,29.28,10906,55.579,8477,9.184,24.799,9264,38.211,50208,29.762,31.38,18346,75.344,7322,10.571
702,29.309,10877,51.069,10711,11.474,27.248,10526,55.304,13263,9.768,29.303,10964,55.663,8477,9.184,24.811,9314,38.282,50208,29.762,31.38,18408,75.434,7322,10.571
704,29.333,10935,51.153,10711,11.474,27.257,10580,55.381,13263,9.768,29.327,11023,55.746,8477,9.184,24.823,9363,38.353,50208,29.762,31.38,18471,75.523,7322,10.571
706,29.359,10994,51.236,10711,11.474,27.267,10635,55.459,13263,9.768,29.35,11082,55.829,8477,9.184,24.835,9413,38.423,50208,29.762,31.38,18534,75.612,7322,10.571
708,29.384,11053,51.319,10711,11.474,27.276,10689,55.536,13263,9.768,29.374,11140,55.912,8477,9.184,24.846,9463,38.493,50208,29.762,31.38,18597,75.701,7322,10.571
710,29.41,11112,51.402,10711,11.474,27.286,10744,55.613,13263,9.768,29.397,11199,55.995,8477,9.184,24.858,9512,38.564,50208,29.762,31.38,18659,75.789,7322,10.571
712,29.435,11170,51.485,10711,11.474,27.296,10799,55.69,13263,9.768,29.421,11258,56.078,8477,9.184,24.87,9562,38.634,50208,29.762,31.38,18722,75.878,7322,10.571
714,29.462,11229,51.567,10711,11.474,27.305,10853,55.766,13263,9.768,29.444,11317,56.16,8477,9.184,24.881,9612,38.703,50208,29.762,31.38,18785,75.966,7322,10.571
716,29.488,11288,51.65,10711,11.474,27.315,10908,55.843,13263,9.768,29.468,11376,56.243,8477,9.184,24.893,9662,38.773,50208,29.762,31.38,18848,76.054,7322,10.571
718,29.515,11347,51.732,10711,11.474,27.324,10962,55.919,13263,9.768,29.492,11435,56.325,8477,9.184,24.904,9711,38.842,50208,29.762,31.38,18910,76.141,7322,10.571
720,29.542,11406,51.814,10711,11.474,27.334,11017,55.995,13263,9.768,29.516,11494,56.407,8477,9.184,24.916,9761,38.912,50208,29.762,31.38,18973,76.228,7322,10.571
722,29.569,11465,51.896,10711,11.474,27.343,11072,56.071,13263,9.768,29.54,11553,56.489,8477,9.184,24.927,9811,38.981,50208,29.762,31.38,19036,76.315,7322,10.571
724,29.596,11525,51.978,10711,11.474,27.353,11126,56.146,13263,9.768,29.563,11612,56.571,8477,9.184,24.939,9861,39.05,50208,29.762,31.38,19099,76.402,7322,10.571
726,29.624,11584,52.06,10711,11.474,27.362,11181,56.222,13263,9.768,29.587,11671,56.652,8477,9.184,24.95,9911,39.119,50208,29.762,31.38,19161,76.489,7322,10.571
728,29.652,11643,52.141,10711,11.474,27.372,11236,56.297,13263,9.768,29.611,11730,56.734,8477,9.184,24.962,9961,39.187,50208,29.762,31.38,19224,76.575,7322,10.571
730,29.68,11702,52.222,10711,11.474,27.381,11291,56.372,13263,9.768,29.636,11789,56.815,8477,9.184,24.973,10011,39.256,50208,29.762,31.38,19287,76.661,7322,10.571
732,29.709,11762,52.304,10711,11.474,27.391,11345,56.447,13263,9.768,29.66,11849,56.896,8477,9.184,24.984,10061,39.324,50208,29.762,31.38,19350,76.747,7322,10.571
734,29.738,11821,52.385,10711,11.474,27.4,11400,56.522,13263,9.768,29.684,11908,56.977,8477,9.184,24.996,10111,39.392,50208,29.762,31.38,19413,76.833,7322,10.571
736,29.767,11881,52.466,10711,11.474,27.41,11455,56.596,13263,9.768,29.708,11967,57.058,8477,9.184,25.007,10161,39.46,50208,29.762,31.38,19475,76.918,7322,10.571
738,29.796,11940,52.547,10711,11.474,27.419,11510,56.671,13263,9.768,29.732,12027,57.139,8477,9.184,25.018,10211,39.528,50208,29.762,31.38,19538,77.003,7322,10.571
740,29.825,12000,52.627,10711,11.474,27.428,11565,56.745,13263,9.768,29.757,12086,57.219,8477,9.184,25.029,10261,39.596,50208,29.762,31.38,19601,77.088,7322,10.571
742,29.855,12060,52.708,10711,11.474,27.438,11620,56.819,13263,9.768,29.781,12146,57.299,8477,9.184,25.04,10311,39.663,50208,29.762,31.38,19664,77.173,7322,10.571
744,29.885,12119,52.788,10711,11.474,27.447,11674,56.893,13263,9.768,29.806,12206,57.38,8477,9.184,25.052,10361,39.731,50208,29.762,31.38,19726,77.257,7322,10.571
746,29.916,12179,52.868,10711,11.474,27.456,11729,56.967,13263,9.768,29.83,12265,57.46,8477,9.184,25.063,10411,39.798,50208,29.762,31.38,19789,77.342,7322,10.571
748,29.946,12239,52.949,10711,11.474,27.466,11784,57.04,13263,9.768,29.855,12325,57.54,8477,9.184,25.074,10461,39.865,50208,29.762,31.38,19852,77.426,7322,10.571
750,29.977,12299,53.029,10711,11.474,27.475,11839,57.113,13263,9.768,29.879,12385,57.619,8477,9.184,25.085,10511,39.932,50208,29.762,31.38,19915,77.509,7322,10.571
752,30.008,12359,53.108,10711,11.474,27.484,11894,57.187,13263,9.768,29.904,12444,57.699,8477,9.184,25.096,10562,39.999,50208,29.762,31.38,19977,77.593,7322,10.571
754,30.04,12419,53.188,10711,11.474,27.494,11949,57.26,13263,9.768,29.929,12504,57.778,8477,9.184,25.107,10612,40.066,50208,29.762,31.38,20040,77.676,7322,10.571
756,30.072,12479,53.268,10711,11.474,27.503,12004,57.332,13263,9.768,29.953,12564,57.858,8477,9.184,25.118,10662,40.132,50208,29.762,31.38,20103,77.759,7322,10.571
758,30.104,12539,53.347,10711,11.474,27.512,12059,57.405,13263,9.768,29.978,12624,57.937,8477,9.184,25.129,10712,40.199,50208,29.762,31.38,20166,77.842,7322,10.571
760,30.136,12600,53.427,10711,11.474,27.521,12114,57.478,13263,9.768,30.003,12684,58.016,8477,9.184,25.14,10762,40.265,50208,29.762,31.38,20228,77.925,7322,10.571
762,30.168,12660,53.506,10711,11.474,27.53,12169,57.55,13263,9.768,30.028,12744,58.095,8477,9.184,25.151,10813,40.331,50208,29.762,31.38,20291,78.007,7322,10.571
764,30.201,12720,53.585,10711,11.474,27.54,12224,57.622,13263,9.768,30.053,12804,58.174,8477,9.184,25.162,10863,40.397,50208,29.762,31.38,20354,78.09,7322,10.571
766,30.234,12781,53.664,10711,11.474,27.549,12279,57.694,13263,9.768,30.078,12864,58.252,8477,9.184,25.173,10913,40.463,50208,29.762,31.38,20417,78.172,7322,10.571
768,30.267,12841,53.743,10711,11.474,27.558,12335,57.766,13263,9.768,30.103,12924,58.331,8477,9.184,25.183,10964,40.528,50208,29.762,31.38,20479,78.254,7322,10.571
770,30.301,12902,53.822,10711,11.474,27.567,12390,57.838,13263,9.768,30.128,12985,58.409,8477,9.184,25.194,11014,40.594,50208,29.762,31.38,20542,78.335,7322,10.571
772,30.335,12962,53.9,10711,11.474,27.576,12445,57.909,13263,9.768,30.154,13045,58.487,8477,9.184,25.205,11065,40.659,50208,29.762,31.38,20605,78.417,7322,10.571
774,30.369,13023,53.979,10711,11.474,27.585,12500,57.981,13263,9.768,30.179,13105,58.565,8477,9.184,25.216,11115,40.724,50208,29.762,31.38,20668,78.498,7322,10.571
776,30.403,13084,54.057,10711,11.474,27.595,12555,58.052,13263,9.768,30.204,13166,58.643,8477,9.184,25.227,11165,40.789,50208,29.762,31.38,20730,78.579,7322,10.571
778,30.438,13145,54.136,10711,11.474,27.604,12610,58.123,13263,9.768,30.23,13226,58.721,8477,9.184,25.237,11216,40.854,50208,29.762,31.38,20793,78.66,7322,10.571
780,30.473,13206,54.214,10711,11.474,27.613,12666,58.194,13263,9.768,30.255,13287,58.799,8477,9.184,25.248,11266,40.919,50208,29.762,31.38,20856,78.74,7322,10.571
782,30.508,13267,54.292,10711,11.474,27.622,12721,58.264,13263,9.768,30.281,13347,58.876,8477,9.184,25.259,11317,40.984,50208,29.762,31.38,20919,78.82,7322,10.571
784,30.543,13328,54.37,10711,11.474,27.631,12776,58.335,13263,9.768,30.306,13408,58.953,8477,9.184,25.269,11367,41.048,50208,29.762,31.38,20982,78.901,7322,10.571
786,30.579,13389,54.448,10711,11.474,27.64,12831,58.405,13263,9.768,30.332,13468,59.031,8477,9.184,25.28,11418,41.113,50208,29.762,31.38,21044,78.981,7322,10.571
788,30.615,13450,54.525,10711,11.474,27.649,12887,58.476,13263,9.768,30.357,13529,59.108,8477,9.184,25.291,11468,41.177,50208,29.762,31.38,21107,79.06,7322,10.571
790,30.651,13511,54.603,10711,11.474,27.658,12942,58.546,13263,9.768,30.383,13590,59.185,8477,9.184,25.301,11519,41.241,50208,29.762,31.38,21170,79.14,7322,10.571
792,30.688,13573,54.681,10711,11.474,27.667,12997,58.616,13263,9.768,30.409,13651,59.262,8477,9.184,25.312,11570,41.305,50208,29.762,31.38,21233,79.219,7322,10.571
794,30.724,13634,54.758,10711,11.474,27.676,13053,58.686,13263,9.768,30.435,13711,59.338,8477,9.184,25.322,11620,41.369,50208,29.762,31.38,21295,79.298,7322,10.571
796,30.761,13695,54.835,10711,11.474,27.685,13108,58.755,13263,9.768,30.461,13772,59.415,8477,9.184,25.333,11671,41.433,50208,29.762,31.38,21358,79.377,7322,10.571
798,30.799,13757,54.913,10711,11.474,27.694,13163,58.825,13263,9.768,30.487,13833,59.491,8477,9.184,25.343,11722,41.496,50208,29.762,31.38,21421,79.456,7322,10.571
800,30.836,13819,54.99,10711,11.474,27.703,13219,58.894,13263,9.768,30.513,13894,59.568,8477,9.184,25.354,11772,41.56,50208,29.762,31.38,21484,79.535,7322,10.571
802,30.874,13880,55.067,10711,11.474,27.712,13274,58.963,13263,9.768,30.539,13955,59.644,8477,9.184,25.364,11823,41.623,50208,29.762,31.38,21546,79.613,7322,10.571
804,30.912,13942,55.144,10711,11.474,27.721,13330,59.032,13263,9.768,30.565,14016,59.72,8477,9.184,25.375,11874,41.686,50208,29.762,31.38,21609,79.691,7322,10.571
806,30.951,14004,55.221,10711,11.474,27.73,13385,59.101,13263,9.768,30.591,14078,59.796,8477,9.184,25.385,11925,41.749,50208,29.762,31.38,21672,79.769,7322,10.571
808,30.989,14066,55.297,10711,11.474,27.739,13440,59.17,13263,9.768,30.617,14139,59.872,8477,9.184,25.396,11975,41.812,50208,29.762,31.38,21735,79.847,7322,10.571
810,31.028,14128,55.374,10711,11.474,27.748,13496,59.238,13263,9.768,30.644,14200,59.948,8477,9.184,25.406,12026,41.875,50208,29.762,31.38,21797,79.924,7322,10.571
812,31.067,14190,55.451,10711,11.474,27.757,13551,59.307,13263,9.768,30.67,14261,60.023,8477,9.184,25.416,12077,41.938,50208,29.762,31.38,21860,80.002,7322,10.571
814,31.107,14252,55.527,10711,11.474,27.766,13607,59.375,13263,9.768,30.696,14323,60.099,8477,9.184,25.427,12128,42,50208,29.762,31.38,21923,80.079,7322,10.571
816,31.147,14314,55.604,10711,11.474,27.774,13663,59.443,13263,9.768,30.723,14384,60.174,8477,9.184,25.437,12179,42.063,50208,29.762,31.38,21986,80.156,7322,10.571
818,31.187,14377,55.68,10711,11.474,27.783,13718,59.511,13263,9.768,30.749,14446,60.249,8477,9.184,25.447,12230,42.125,50208,29.762,31.38,22048,80.233,7322,10.571
820,31.227,14439,55.756,10711,11.474,27.792,13774,59.579,13263,9.768,30.776,14507,60.324,8477,9.184,25.458,12280,42.187,50208,29.762,31.38,22111,80.309,7322,10.571
822,31.267,14502,55.832,10711,11.474,27.801,13829,59.647,13263,9.768,30.803,14569,60.399,8477,9.184,25.468,12331,42.249,50208,29.762,31.38,22174,80.386,7322,10.571
824,31.308,14564,55.908,10711,11.474,27.81,13885,59.714,13263,9.768,30.829,14630,60.474,8477,9.184,25.478,12382,42.311,50208,29.762,31.38,22237,80.462,7322,10.571
826,31.349,14627,55.984,10711,11.474,27.819,13940,59.782,13263,9.768,30.856,14692,60.549,8477,9.184,25.489,12433,42.373,50208,29.762,31.38,22299,80.538,7322,10.571
828,31.39,14690,56.06,10711,11.474,27.827,13996,59.849,13263,9.768,30.883,14754,60.624,8477,9.184,25.499,12484,42.435,50208,29.762,31.38,22362,80.614,7322,10.571
830,31.432,14753,56.136,10711,11.474,27.836,14052,59.916,13263,9.768,30.91,14816,60.698,8477,9.184,25.509,12535,42.496,50208,29.762,31.38,22425,80.69,7322,10.571
832,31.474,14815,56.211,10711,11.474,27.845,14107,59.983,13263,9.768,30.937,14877,60.773,8477,9.184,25.519,12586,42.557,50208,29.762,31.38,22488,80.765,7322,10.571
834,31.516,14878,56.287,10711,11.474,27.854,14163,60.05,13263,9.768,30.964,14939,60.847,8477,9.184,25.529,12637,42.619,50208,29.762,31.38,22551,80.841,7322,10.571
836,31.559,14941,56.363,10711,11.474,27.863,14219,60.117,13263,9.768,30.991,15001,60.921,8477,9.184,25.539,12688,42.68,50208,29.762,31.38,22613,80.916,7322,10.571
838,31.601,15005,56.438,10711,11.474,27.871,14275,60.183,13263,9.768,31.018,15063,60.995,8477,9.184,25.55,12740,42.741,50208,29.762,31.38,22676,80.991,7322,10.571
840,31.644,15068,56.513,10711,11.474,27.88,14330,60.25,13263,9.768,31.045,15125,61.069,8477,9.184,25.56,12791,42.802,50208,29.762,31.38,22739,81.066,7322,10.571
842,31.687,15131,56.589,10711,11.474,27.889,14386,60.316,13263,9.768,31.073,15187,61.143,8477,9.184,25.57,12842,42.863,50208,29.762,31.38,22802,81.14,7322,10.571
844,31.731,15195,56.664,10711,11.474,27.897,14442,60.382,13263,9.768,31.1,15250,61.217,8477,9.184,25.58,12893,42.923,50208,29.762,31.38,22864,81.215,7322,10.571
846,31.775,15258,56.739,10711,11.474,27.906,14498,60.448,13263,9.768,31.127,15312,61.291,8477,9.184,25.59,12944,42.984,50208,29.762,31.38,22927,81.289,7322,10.571
848,31.819,15322,56.814,10711,11.474,27.915,14554,60.514,13263,9.768,31.155,15374,61.364,8477,9.184,25.6,12995,43.044,50208,29.762,31.38,22990,81.363,7322,10.571
850,31.863,15385,56.889,10711,11.474,27.924,14609,60.58,13263,9.768,31.182,15436,61.437,8477,9.184,25.61,13047,43.105,50208,29.762,31.38,23053,81.437,7322,10.571
852,31.907,15449,56.964,10711,11.474,27.932,14665,60.646,13263,9.768,31.21,15499,61.511,8477,9.184,25.62,13098,43.165,50208,29.762,31.38,23115,81.511,7322,10.571
854,31.952,15513,57.039,10711,11.474,27.941,14721,60.711,13263,9.768,31.237,15561,61.584,8477,9.184,25.63,13149,43.225,50208,29.762,31.38,23178,81.584,7322,10.571
856,31.997,15577,57.114,10711,11.474,27.95,14777,60.777,13263,9.768,31.265,15624,61.657,8477,9.184,25.64,13200,43.285,50208,29.762,31.38,23241,81.658,7322,10.571
